,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
426,P010424,South Asia,PE,Specific Investment Loan,N,Closed,National Leprosy Elimination Project,"85,000,000",,,82602,639291,1993-06-29T00:00:00Z,9/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010424,"85,000,000",0,"138,300,000",Closed,L,Y,SIL,"{'cdata!': 'The objectives of this project are to eliminate leprosy as a public health problem in India by the turn of the century by reducing the disease prevalence from 2.4 per 1,000 to 0.1 per 1,000 and to reduce the impact of leprosy disability. The project finances the incremental cost of a six-year time slice of an enhanced National Leprosy Eradication Program. This brings an added value and efficiency to this program through the promotion of an appropriate mix of service delivery mechanisms, policies and strategies, provision of a wider and more effective package of leprosy services, and expansion of the use of appropriate technology. This project focusses on program enhancements in five activities: (a) expansion of multidrug therapy through a vertical structure targeting about 66 high-endemicity districts and providing outreach services to the community and service circuits; (b) integration of multidrug therapy into the general health care system in about 77 intermediate-endemicity districts and pockets of infection; (c) disability care and prevention through health education, preventive precautions, physiotherapy, supportive medicines, ulcer care and reconstructive surgery; (d) promoting public awareness and community participation; and (e) enhancing skills and institutional development through the provision of short-term training to about 160,000 persons and strengthening program coordination capabilities.'}"
427,P010423,South Asia,PE,Specific Investment Loan,N,Closed,NTPC Power Generation Project,"400,000,000",,,82602,639291,1993-06-29T00:00:00Z,3/31/1999 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010423,0,"400,000,000","4,960,000,000",Closed,L,Y,SIL,"{'cdata!': ""The project comprises:  (a) generation capacity additions - a five year time-slice of the National Thermal Power Corporation's (NTPC's) least cost investment program of new coal and gas-based power stations for which full funding has not yet been arranged; (c) private sector component which will offer support to NTPC to undertake several joint venture operations; and (c) environmental strengthening and resettlement and rehabilitation for implementation of an Environmental Action Plan (EAP) which includes environmental upgrading projects, training and technical assistance for the strengthening of NTPC's environmental and R&R management capability and the implementation of the EAP.""}"
428,P010422,South Asia,PE,Technical Assistance Loan,N,Closed,Technical Assistance (Private Power Development) Project,"20,000,000",,,82602,639291,1993-06-24T00:00:00Z,12/31/1996 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010422,0,"20,000,000","20,500,000",Closed,L,Y,TAL,
429,P009907,South Asia,PE,Sector Adjustment Loan,N,Closed,External Sector and Investment Liberalization Program Project,"300,000,000",,,82602,639293,1993-06-24T00:00:00Z,12/31/1993 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009907,0,"300,000,000","300,000,000",Closed,L,Y,SAD,
430,P009955,South Asia,PE,Specific Investment Loan,N,Closed,UTTAR PRADESH BASIC EDUCATION,"165,000,000",,,82602,639291,1993-06-10T00:00:00Z,9/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009955,"165,000,000",0,"193,900,000",Closed,L,Y,SIL,"{'cdata!': 'The project includes three components:  (a) building institutional capacity to plan, manage, and evaluate a 10-15 year state-wide basic education development program by establishing a strengthened framework of state and district-level planning, management and professional support organizations; (b) improving quality and completion in an initial ten of the 63 districts of the state through strengthened community participation, early childhood education, curriculum and textbook revision, in-service training, targeted programs for women and girls, and strengthened school management; and (c) improving access to basic education in ten districts by constructing additional primary and upper primary schools in unserved communities and supporting implementation of a redesigned program of nonformal primary classes for children unable to attend formal schools.'}"
431,P009961,South Asia,PE,Specific Investment Loan,N,Closed,Uttar Pradesh Sodic Lands Reclamation Project,"54,700,000",,,82602,639291,1993-06-10T00:00:00Z,3/31/2001 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009961,"54,700,000",0,"80,200,000",Closed,L,Y,SIL,"{'cdata!': 'The project will build on past experience to reclaim sodic lands in the state by establishing models emphasizing participatory management.  The project design allows flexibility to introduce changes based on implementation experience and increasing farmer participation.  The project will reclaim about 45,000 ha over a seven year period in ten districts.  Out of this, about 39,000 ha will be devoted to production systems based on rice and wheat cropping, and 3,000 ha devoted to salt tolerant horticultural crops.  A further 3,000 ha will be reclaimed on community land and devoted to tree cultivation for fuel and fodder. The key components of the project include:  (i) land reclamation through provision of effective drainage networks; on-farm development; application of chemical amendments; irrigation development; and support for the establishment of food and tree crops on privately owned land, and forest tree species on community land; (ii) institutional development comprising strengthening of (a) The Uttar Pradesh Land Development Corporation (LDC), the main implementing agency; (b) the Remote Sensing Application Center responsible for site identification and selection in the planning process and for monitoring and reclamation induced evaluation of changes to soil and ground water environments; and (c) participating nongovernmental organizations through training to assist beneficiary participation; (iii) agricultural development and technology dissemination consisting of demonstrations of reclamation models for the production of crops, fruit trees and forestry species on sodic lands; nursery development for fruit tree seedlings production; and extension support involving motivational campaigns, production of publicity material, use of mass communication techniques; and (iv) reclamation technology development and special studies comprising adaptive research to improve existing reclamation technology, diversification of cropping systems, and development of methods for preventing further expansion of sodicity.'}"
432,P010418,South Asia,PE,Specific Investment Loan,N,Closed,Karnataka Rural Water Supply and Environmental Sanitation Project,"92,000,000",,,82602,639291,1993-04-20T00:00:00Z,9/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010418,"92,000,000",0,"117,800,000",Closed,L,Y,SIL,"{'cdata!': ""This project is implemented in about twelve districts in the state of Karnataka and includes 1200 villages. It raises the standard of living in rural areas by improving health and productivity . This is accomplished by expanding access to potable rural water supply systems and environmental sanitation facilities. Beneficiary communities are assuming full responsibility for operation and maintenance including cost recovery. These communities are also responsible for capital cost sharing for environment sanitation works. This project comprises the following components: (a) construction of new and rehabilitation of existing water supply schemes in 1,200 villages including leakage repair works, assistance for Public Health Engineering Department's borewell program, a water quality monitoring program and measures for groundwater recharge; (b) construction of environmental sanitation facilities including sullage drainage and, on a demand basis, pit latrines, washing platforms, cattle troughs, bathing cubicles, street bins and biogas plants; (c) health communication for creation of greater community awareness and demand for improved hygiene and environmental sanitation; and (d) institutional strengthening through community development programs (creation of village water supply and sanitation committees) and comprehensive training programs. NGOs comprise a large role in sanitation and health communication components.""}"
433,P010416,South Asia,PE,Specific Investment Loan,N,Closed,Powergrid System Development Project,"350,000,000",,,82602,639291,1993-03-23T00:00:00Z,12/31/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010416,0,"350,000,000","764,100,000",Closed,L,Y,SIL,"{'cdata!': ""Part A of the project, system coordination and control, provides for: (a) the implementation of a coordination and control system for the Southern region; and (b) the preparation of similar systems for the Eastern, Western and North-Eastern regions.  Part B, transmission system reinforcement, provides for:  (a) the strengthening of POWERGRID's transmission system in the Southern and Western regions; (b) the completion of transmission lines and substations under the central power transmission project and the Rihand power transmission project; (c) transmission planning support and preparation of POWERGRID's future transmission projects; and (d) the installation of tariff meters.  Part C, technical assistance helps implement India's reform program for power transmission and system operations and supports POWERGRID's institutional development.""}"
434,P009977,South Asia,PE,Specific Investment Loan,N,Closed,Integrated Child Development Services Project (02),"194,000,000",,,82602,639291,1993-03-09T00:00:00Z,9/30/2002 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009977,"194,000,000",0,"248,800,000",Closed,L,Y,SIL,"{'cdata!': ""The project's objectives are to improve the nutrition and health status of children under 6 years of age, with special emphasis on those 0-3 years old, and pregnant and nursing women. It will also help to improve the capacity of the Integrated Child Development Services (ICDS) to deliver services, including to tribal people, over the longer term. The project will comprise the following components: (a) service delivery, to increase the range, coverage and quality of nutrition and health services to target groups through improvements in the design and implementation of software systems, training for health and nutrition workers, provision of health referral services, and increasing the availability of medicines and equipment for maternal and child health; (b) communications, to provide innovative approaches and new messages to increase demand for the full range of project services and provide health and nutrition education; (c) community mobilization, to promote greater community ownership of ICDS services and involvement in meeting program objectives of better health and nutrition and women's and adolescent girls' development schemes; and (d) project management, monitoring and evaluation, to manage, monitor and evaluate the project and conduct operations research to test innovative activities and improve aspects of project design. The project will also include actions to strengthen ICDS among tribal populations.""}"
435,P009987,South Asia,PE,Sector Adjustment Loan,N,Closed,Social Safety Net Sector Adjustment Program Project,"500,000,000",,,82602,639293,1992-12-17T00:00:00Z,8/31/1994 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009987,"500,000,000",0,"500,000,000",Closed,L,Y,SAD,
436,P010411,South Asia,PE,Technical Assistance Loan,N,Closed,Jharia Mine Fire Control Technical Assistance Project,"12,000,000",,,82602,639291,1992-12-17T00:00:00Z,9/30/1997 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010411,"12,000,000",0,"14,300,000",Closed,L,Y,TAL,
437,P010410,South Asia,PE,Specific Investment Loan,N,Closed,Renewable Resources Development Project,"190,000,000",,,82602,639291,1992-12-17T00:00:00Z,12/31/2001 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010410,"115,000,000","75,000,000","422,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Renewable Resources Development Project objectives are to:  (a) promote commercialization of renewable resources techologies; (b) create marketing and financing mechanisms for sale and delivery of alternate energy systems based on commercial principles; (c) strengthen the institutional framework for encouraging entry of private sector investments in small-scale power generation; and (d) promote environmentally sound investments to prevent depletion of India's limited forest resources and to reduce the energy sector's dependence on fossil fuels. The project comprises:  (a) the financing through the Indian Renewable Energy Development Agency Limited (IREDA) of private sector investments in renewable energy subprojects, namely, irrigation-based small hydros, wind farms, and solar photovolataic system; (b) expansion of the Tamil Nadu Newsprint and Papers Limited's bagasse-based paper mill; and (c) technical assistance for institutional development of IREDA and promotion of renewable energy technologies. The project's objectives are to finance components under the Rene Resources Development project which will demonstrate commercialization energy and solar photovoltaics (PV) by strengthening the Indian Renewa Energy Development Agency's (IREDA) capacity to promote private invest the sector. The project will include two components: a wind-farm demon component and a solar photovoltaic component. The PV products will inc solar lanterns, domestic and commercial power systems providing power lighting and appliances; and community service power systems providing for lighting, television, communications, water supply and refrigerati""}"
438,P009583,South Asia,GE,Specific Investment Loan,Y,Closed,ALTERNATE ENERGY,0,,,82602,639291,1992-11-30T00:00:00Z,12/31/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009583,0,0,"186,000,000",Closed,L,Y,SIL,
439,P010408,South Asia,PE,Specific Investment Loan,N,Closed,Bihar Plateau Development Project,"117,000,000",,,82602,639291,1992-11-19T00:00:00Z,6/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010408,"117,000,000",0,"132,200,000",Closed,L,Y,SIL,"{'cdata!': 'The project is designed to help the government of Bihar in its efforts to increase rural incomes and reduce the incidence of poverty in the underdeveloped plateau areas of southern Bihar State.  This would be achieved by:  (a) making investments in critical areas of infrastructure needed for improved delivery of agricultural services for increasing production and easing marketing problems; (b) strengthening the planning, coordination and monitoring functioning of the tribal area administration; (c) introducing a participatory and integrated approach to planning and implementation of multi-sectoral activities; and (d) supporting environmentally sustainable activities.'}"
440,P010407,South Asia,PE,Specific Investment Loan,N,Closed,Agricultural Development Project - Rajasthan,"106,000,000",,,82602,639291,1992-11-12T00:00:00Z,9/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010407,"106,000,000",0,"130,300,000",Closed,L,Y,SIL,"{'cdata!': ""The project will address the problems of agricultural development in Rajasthan through a broad approach linking policy reforms and public investments. The project's objectives are to: accelerate the growth of agriculture through improved technical, financial and economic use of resources; enhance sustainability of the productive resource base; and improve equity within the sector. Policy reforms will include full cost recovery for publicly provided goods and services, reduced inputs subsidies, improved efficiency and sustainability of water use, institutional reforms of rural cooperatives, alleviating constraints to private investment in agroindustry, and strengthening of the Government's environmental oversight for agriculture. Investment components will include crop husbandry, horticulture, animal husbandry, water resources, agricultural research and training, rural roads, project coordination, and environmental strengthening.""}"
441,P009959,South Asia,PE,Specific Investment Loan,N,Closed,Rubber Project,"92,000,000",,,82602,639291,1992-07-02T00:00:00Z,9/30/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009959,"92,000,000",0,"141,200,000",Closed,L,Y,SIL,"{'cdata!': ""The project will finance an expansion and rehabilitation phase of India's rubber subsector.  It includes assistance for new plantings, replantings and processing of rubber and rubber wood.  The project will strengthen the Rubber Board's research, extension and training activities and support its on-going program to enhance productivity of mature rubber through improved management inputs.  Development programs for women and tribal beneficiaries and Non Governmental Organization participation will be supported.  The project will benefit rubber growers and rubber processors and create new jobs in off-farm activities.""}"
442,P010400,South Asia,PE,Specific Investment Loan,N,Closed,Maharashtra Power Project (02),"350,000,000",,,82602,639291,1992-06-25T00:00:00Z,6/30/1998 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010400,0,"350,000,000","1,192,000,000",Closed,L,Y,SIL,"{'cdata!': ""The project comprises:  (a) the construction of the last stage of Chandrapur thermal power station by the addition of a 500 MW coal-fired unit; (b) the construction of a 500 kv, 1,500 MW high voltage direct current line from Chandrapur to Padghe, near Bombay, and the related terminal stations; (c) the implementation of an accelerated distribution reinforcement program aimed at reducing losses in selected areas; and (d) consulting services to be provided in the following four areas; (i) load research and preparation of electricity demand management measures; (ii) development of the Maharashtra State Electricity Board's environmental management capabilities at the corporate level; (iii) preparation of private power projects in Maharashtra; and (iv) institutional review of the power sector in Maharashtra.""}"
443,P009963,South Asia,PE,Specific Investment Loan,N,Closed,Family Welfare (Urban Slums) Project,"79,000,000",,,82602,639291,1992-06-18T00:00:00Z,6/30/2002 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009963,"79,000,000",0,"96,600,000",Closed,L,Y,SIL,"{'cdata!': 'The project will include the following components: increasing the supply of family welfare services to slum populations through improvements in outreach services using volunteer female health workers recruited from the slum communitities, and the upgrading of existing and construction of new health facilities; improving the quality of family welfare services provided to slum populations, by upgrading the supervisory, managerial, technical and interpersonal skills of all levels of new and existing medical and para-medical workers and increasing the availability of drugs, medicines and other health supplies; increasing the demand for family welfare services through expanded information, education and communication activities and increased participation of the community in the preparation and implementation of various project activities; improving the management and administration of the municipal Health Departments through appropriate upgrading of project supervision, management information systems, information, education, and communication functions, as well as integrating and/or strengthening co-ordination of health services; innovation schemes which cover a range of additional services including supplementary nutrition, creche programs, environmental sanitation drives, female education and skill training, and preparation of future projects.'}"
444,P009946,South Asia,PE,Specific Investment Loan,N,Closed,National Highway Project (02),"306,000,000",,,82602,639291,1992-05-12T00:00:00Z,12/31/2002 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009946,"153,000,000","153,000,000","385,300,000",Closed,L,Y,SIL,"{'cdata!': 'The objectives of the project are to:  (i) modernize key sections of the national highway network; (ii) promote improvements in:  road engineering and construction; network management; and contract management; and (iii) reconstruct selected flood damaged bridges in the State of Orissa.  The project includes:  (a) modernization of six sections, about 290 kilometers, of heavily trafficked and congested national highways in Haryana, Madhya Pradesh, Maharashtra, Orissa, Punjab and West Bengal; (b) equipment for monitoring and management of the national highway network; (c) institutional strengthening including:  (i) training of the Ministry of Surface Transport (MOST) and the Public Works Department staff for works supervision; (ii) technical assistance to MOST; and (d) studies to prepare follow-up projects.  Reconstruction of six bridges in Ganjam District in Orissa is also included in this project.'}"
445,P010393,South Asia,PE,Specific Investment Loan,N,Closed,National Aids Control Project,"84,000,000",,,82602,639291,1992-03-31T00:00:00Z,3/31/1999 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010393,"84,000,000",0,"84,000,000",Closed,L,Y,SIL,"{'cdata!': ""The project will support the Government's efforts in controlling the Human Immunodeficiency Retroviruses / Acquired Immunodeficiency Syndrome (HIV/AIDS) epidemic in order to preserve human capital development and to minimize the reversal of health improvements. The ultimate objective of the project is to slow the spread of HIV in India in order to further reduce morbidity, mortality and the impact of AIDS. The project will have a multi-pronged strategy and will consist of the following components : a) promoting public awareness and community support with a primary focus on sexual transmission, behavioral change and condom promotion through mass media communications nationally and through NGOs to reach risk behavior groups in 12 states and union territories; b) improving blood safety from a current 30 percent to 90 percent of the blood supply, and enhancing the rational use of blood and the share of voluntary donations; c) building surveillance and clinical management capacity to monitor the spread of the epidemic and to strengthen the skills of health staff and social workers in managing and counseling HIV/AIDS persons; d) controlling sexually transmitted diseases by improving clinical services and case management and training private practitioners in metropolitan areas; and e) strengthening the management capacity for HIV/AIDS control through the formation and support of organizational structures at the national and state level.""}"
446,P010391,South Asia,PE,Specific Investment Loan,N,Closed,West Bengal Forestry Project,"34,000,000",,,82602,639291,1992-03-17T00:00:00Z,12/31/1997 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010391,"34,000,000",0,"39,000,000",Closed,L,Y,SIL,"{'cdata!': 'The West Bengal Forestry Project finances a 5-year program to comprise : (a) forestry works on about 290,000 ha, regenerating or afforesting degraded forest areas over 160,000 ha with multi-tier coverage under joint management arrangements with local populations; strip plantations on 5,000 ha; and expanding farm forest coverage by about 109,000 ha.; (b) supporting works including survey and demarcation of forest land, roads, small earthern dams, ponds, and wells; (c) special action programs geared to improve forestry research and plant propagation, train all forestry staff, support the joint management process through training and funding to NGOs, improve wildlife and protected areas management, afforest or rehabilitate about 28,000 ha of mangrove areas; (d) construction of buildings, purchase of vehicles and equipment, hiring of incremental staff and coverage of operating costs for the Forest Department (FD); and lastly, (e) fodder development in forest and non-forest areas  with the FD and the Animal Resources Development Department (ARDD).'}"
447,P009888,South Asia,PE,Specific Investment Loan,N,Closed,Power Utilities Efficiency Improvement Project,"265,000,000",,,82602,639291,1992-01-28T00:00:00Z,6/30/1998 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009888,0,"265,000,000","640,000,000",Closed,L,Y,SIL,"{'cdata!': ""The main objectives of the project are to:  (a) support the government's efforts to make the Power Finance Corporation (PFC) a viable and effective instrument for improving the power sector; (b) strengthen the operations of the beneficiary utilities by lending only to those willing to undertake acceptable reform programs; (c) foster better use of existing power facilities by reducing constraints in the transmission and distribution systems; (d) mitigate the adverse environmental impact of thermal plants in operation by providing adequate anti-pollution and monitoring facilities; and (e) improve the preparation of power projects and promote the development of the local consulting industry by funding preinvestment studies and engineering for power projects.  The project comprises:  (a) a program to strengthen PFC's capabilities to discharge its responsibilities; (b) the creation of a preinvestment fund in PFC; and (c) five components to be financed through PFC: (i) the implementation of a pre-identified segment of the lending program of PFC; (ii) environmental upgrading of power plants; (iii) engineering studies for system renovation; (iv) institutional strengthening of power utilities; and (v) improvements in SEBs' billing and collection.""}"
448,P010390,South Asia,PE,Specific Investment Loan,N,Closed,Maharashtra Forestry Project,"124,000,000",,,82602,639291,1992-01-14T00:00:00Z,3/31/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010390,"124,000,000",0,"123,000,000",Closed,L,Y,SIL,"{'cdata!': ""The main goal of the project would be to achieve institutional, economic and environmental improvements in the forestry sector of Maharashtra.  The project will therefore undertake a number of sector reforms through : (a) reorganization of the public forest administration and seeking a more active role of the NGOs, village panchayats, cooperatives and the private sector in the development of the sector; (b) improvement of the state's technical capability particularly in the field of seed production, genetic planting material, including monitoring of the forest resource base and training; and (c) rationalization of the policies and regulations constraining the sector. The project would also support five discrete investment activities related to land treatment: (a) village eco-development and joint management; (b) rehabilitation of wasteland and degraded lands; (c) production forestry; (d) biodiversity and conservation; and (e) pasture and fodder development.""}"
449,P009921,South Asia,PE,Specific Investment Loan,N,Closed,Shrimp and Fish Culture Project,"85,000,000",,,82602,639291,1992-01-14T00:00:00Z,12/31/2000 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009921,"85,000,000",0,"41,300,000",Closed,L,Y,SIL,"{'cdata!': 'This project helps India maintain its position as a major world exporter of shrimps, for which it has a comparative advantage because of its low labor costs and conducive climate. This project, implemented over a seven year period, comprises: (a) a brackish water shrimp component located in the states of West Bengal, Orissa, and Andhra Pradesh, which would represent about 80 of the project cost; (b) an inland fisheries component located in West Bengal, Orissa, Andhra Pradesh, Bihar and Uttar Pradesh, which would represent about 8 of the project cost; and (c) project management including environmental management and training representing about 12 of project cost. The shrimp component would be the more complex as it would support the first real thrust to introduce the technologically advanced semi-intensive shrimp culture (compared to the traditional extensive culture) to India in a large way. It would involve a development cost of almost Rs 300,000 (US $11,000) per ha, and would require the close coordination between shrimp production, hatcheries and feed. However, its benefits would be significant both in terms of foreign exchange earnings and income to the beneficiaries. The inland fisheries component would require very little infrastructural cost, and the provision of support equipment and services. The technology is simple and is already well known. Through increased stocking and the institutional reform provided, this component is expected to benefit the poor.'}"
450,P010389,South Asia,PE,Structural Adjustment Loan,N,Closed,Structural Adjustment Loan and Credit Project,"500,000,000",,,82602,639293,1991-12-05T00:00:00Z,12/31/1992 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010389,"250,000,000","250,000,000","500,000,000",Closed,L,Y,SAL,
451,P010387,South Asia,PE,Specific Investment Loan,N,Closed,Child Survival and Safe Motherhood Project,"214,500,000",,,82602,639291,1991-09-17T00:00:00Z,9/30/1996 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010387,"214,500,000",0,"329,600,000",Closed,L,Y,SIL,"{'cdata!': ""The Child Survival and Safe Motherhood Project will support enhancement and expansion of the Government of india's Maternal and Child Health (MCH) program for the 1991-95 period. It will cover the incremental costs associated with the program. It will be national in scope, but with an emphasis on specific districts where maternal and infant mortality rates are higher than the national average. It will be co-financed by UNICEF and take into account its experience in assisting the Government of India in implementing the Universal Immunization Program during the seventh five-year plan (1985-90). Its specific objectives will be to enhance child survival, prevent maternal mortality and morbidity, and increase the effectiveness of service delivery. These objectives will be achieved through supporting: (a) Child Survival Programs; (b) Safe Motherhood Initiatives; and, (c) Institutional Systems Development.""}"
452,P010385,South Asia,PE,Sector Adjustment Loan,N,Closed,Oil and Gas Sector Development Loan Project,"150,000,000",,,82602,639293,1991-07-23T00:00:00Z,6/30/1992 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010385,0,"150,000,000","1,330,000,000",Closed,L,Y,SAD,
453,P010381,South Asia,PE,Specific Investment Loan,N,Closed,Gas Flaring Reduction Project,"450,000,000",,,82602,639291,1991-06-25T00:00:00Z,12/31/1997 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010381,0,"450,000,000","3,184,300,000",Closed,L,Y,SIL,"{'cdata!': ""The project has four objectives:  (a) to eliminate the flaring of associated gas in the Bombay High oil field and improve the management of the Bombay High reservoir; (b) to reduce energy shortages and improve the efficiency of energy use in India's Western Region; (c) to promote a greater involvement of the private sector in the oil and gas industry in India; and (d) to support the Oil and Natural Gas Commission's (ONGC's) efforts to improve the safety of its offshore operations and reduce the risks to the environment from these operations.  The project comprises:  (a) construction of two process platforms as well as modifications on existing platforms; (b) construction of three submarine gas pipelines; (c) expansion of the existing Hazira gas terminal; (d) engineering, project management and other implementation services; (e) reservoir performance and management studies; (f) package of measures required to bring the management of the reservoirs of the Bombay High oil field in line with industry standards and practices; and (g) measures to mitigate environmental risks and enhance the safety of ONGC's offshore operations.""}"
454,P009993,South Asia,PE,Specific Investment Loan,N,Closed,Private Power Utilities (BSES) Project,"200,000,000",,,82602,639291,1991-06-13T00:00:00Z,12/31/1996 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009993,0,"200,000,000","200,000,000",Closed,L,Y,SIL,"{'cdata!': ""The objectives of the Private Power Utilities (BSES) Project are to provide additional generation, transmission and distribution capacity to meet increasing electricity demand in the Bombay area, maintain good service quality provided to Bombay Suburban Electric Supply Company's (BSES's) consumers, support the government's endeavors to increase private sector participation in the supply of power, and assist BSES in its transformation from a distribution company to an integrated power utility which operates generation, transmission and distribution facilities.  The project comprises:  (a) a power plant comprising two 250 MW coal-fired units located at Dahanu, including a flue gas desulphurization plant as mandated by the government's environmental clearance; (b) two double circuit 220 kV transmission lines of about 105 km, to transmit power from Dahanu to BSES's license area, and three 220/33 kV receiving stations; and (c) strengthening and extension of BSES's 33 kV and 11 kV subtransmission and distribution system.""}"
455,P009906,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,INDUSTRIAL POLLUTION CONTROL,"155,600,000",,,82602,639291,1991-05-30T00:00:00Z,3/31/1999 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009906,"31,600,000","124,000,000","260,000,000",Closed,L,Y,SIM,"{'cdata!': ""The project's objective is to support the Government of India's efforts to prevent and alleviate environmental degradation caused by industrial operations and assist in the successful attainment of the proposed short and medium-term targets of its environmental policy. The project is designed to assist in the identification and implementation of a cost effective program for industrial pollution monitoring, control, and abatement within the context of institutional and financial constraints present in India. The project comprises three components: (1) an institutional component designed to strengthen the Central and State Pollution Control Boards in the states of Gujarat, Maharashtra, Tamil Nadu and Uttar Pradesh; (2) an investment component designed to support efforts by industry to comply with regulations, including the support for the set up of common treatment facilities; and (3) a technical assistance component designed to support the Ministry of Environment and the DFI's to provide specialized technical assistance for the evaluation of environmental problems and the assessment of their solutions.""}"
456,P009877,South Asia,PE,Specific Investment Loan,N,Closed,Dam Safety Project,"153,000,000",,,82602,639291,1991-05-14T00:00:00Z,9/30/1999 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009877,"130,000,000","23,000,000","196,800,000",Closed,L,Y,SIL,"{'cdata!': 'The objectives of the project are to:  (i) strengthen the institutional framework for dam safety assurance in the Central Government and participating states; and (ii) to upgrade the safety features in and around selected dams to enhance their safety status as required, through remedial works, installation of flood forecasting systems and other basic safety facilities.  The project will support:  (a) technical assistance to a newly formed State Dam Safety Committee responsible for determining priorities among safety-related activities; (b) strengthening of the Dam Safety Organization, responsible for inspection, analysis, and reporting on the safety status of dams; (c) adding power backup systems, communications, all-weather access roads, and monitoring instrumentation and other basic safety facilities at priority sites; and (d) remedial works at approximately 33 dams where potential safety-related deficiencies have been identified, and other dams which will be identified during execution of the safety assurance program.'}"
457,P010369,South Asia,PE,Specific Investment Loan,N,Closed,Maharashtra Rural Water Supply and Environmental Sanitation Project,"109,900,000",,,82602,639291,1991-05-02T00:00:00Z,6/30/1998 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P010369,"109,900,000",0,"151,000,000",Closed,L,Y,SIL,"{'cdata!': 'The project will raise the standard of living in rural areas through improved health productivity, by expanding access to potable rural water supply systems and environmental sanitation facilities.  The rural water supply component will include about 75 large regional piped water supply schemes, 170 individual village piped water schemes and the installation of about 3,000 hand pumps.  In a country where the incidence of water-related diseases is high and public sanitation standards poor, the project will promote enhanced approaches to environmental sanitation and health communications through the development of new strategies and the implementation of those strategies through innovative programs.  The environmental sanitation component will promote the disposal of waste water in villages with piped water supply through improved drainage and the construction of low cost latrines.  The health communications component will create greater community awareness and demand for improved hygiene and environmental sanitation and will give field staff in the Department of Public Health a greater role in promoting a cleaner environment.  NGOs will play a key role in the planning and implementation of the environmental sanitation and health communications components.  The project will also strengthen the water quality monitoring system in rural areas throughout the state.'}"
